AccountID,Active_Campaign,Attrition_Risk_Score,Balance_Change,CSAT_Score,Customer_Name,Last_Contact,LeadDate,LeadRank,LeadSource,NPS_Score,Previous_Balance,Product,Relationship_Balance,Segment,Wallet_Share_Percent
001Hu00002vQCICIA4,Yes,43.0,Increase,99,Michael Murillo,91,6/15/23,5,Print Ad,3.0,3335.37596,Wealth,3607,Mass Market,16.118064
001Hu00002vQCICIA4,Yes,30.0,Decrease,71,Carl Wilcox,119,6/15/23,5,Walk-In,7.0,32300.98496,Wealth,28404,Mass Market,65.348747
001Hu00002vQCICIA4,Yes,34.0,Decrease,61,Cole Richardson,114,6/15/23,5,Email,10.0,39076.44729,Wealth,37602,Mass Market,12.251046
001Hu00002vQCICIA4,Yes,49.0,Increase,66,Melinda French,171,6/15/23,5,Phone Call,5.0,10833.33963,Wealth,11839,Premier,48.838067
001Hu00002vQCICIA4,No,1.0,Decrease,85,Aaron Mendoza,57,6/15/23,5,Phone Call,2.0,43982.31057,Wealth,40951,Mass Market,10.258351
001Hu00002vQCICIA4,Yes,6.0,Increase,74,Shannon Copeland,170,6/15/23,5,Walk-In,8.0,28625.07326,Wealth,30042,Plus,82.862337
001Hu00002vQCICIA4,No,23.0,Decrease,78,Heather Weiss,36,6/15/23,5,Print Ad,6.0,40309.6403,Wealth,38295,Plus,11.557977
001Hu00002vQCICIA4,No,48.0,Decrease,85,Christine Terry,111,6/15/23,5,Print Ad,5.0,33922.03614,Wealth,30883,Mass Market,54.568633
001Hu00002vQCICIA4,Yes,67.0,Decrease,83,Ashley Weber,65,6/15/23,5,Web,5.0,40102.17019,Wealth,36493,Mass Market,71.872641
001Hu00002vQCICIA4,Yes,44.0,Increase,94,Andrew Phillips,69,6/15/23,5,Print Ad,3.0,17607.05178,Wealth,20367,Mass Market,98.750354
001Hu00002vQCICIA4,Yes,3.0,Decrease,69,Mary Solomon,78,6/15/23,5,Email,5.0,28229.77676,Wealth,26723,Mass Market,16.916028
001Hu00002vQCICIA4,No,2.0,Increase,92,Jeremy Harrell,158,6/15/23,5,Email,4.0,12954.09994,Wealth,28000,Premier,83.734108
001Hu00002vQCICIA4,No,8.0,Increase,62,Craig Mata,163,6/15/23,5,Web,1.0,33818.37805,Wealth,36911,Plus,23.324232
001Hu00002vQCICIA4,No,46.0,Increase,62,Carol Wolfe,117,6/15/23,5,Print Ad,7.0,42875.99238,Wealth,45249,Premier,65.08835
001Hu00002vQCICIA4,No,61.0,Decrease,84,Melvin Solis MD,69,6/15/23,5,Web,6.0,22253.76479,Wealth,21504,Mass Market,20.479709
001Hu00002vQCICIA4,No,75.0,Increase,67,Vanessa Wilson,97,6/15/23,5,Web,3.0,40247.15741,Wealth,56000,Premier,43.232458
001Hu00002vQCICIA4,No,96.0,Decrease,84,Mark Watkins,168,6/15/23,5,Web,,42151.05469,Wealth,40601,Mass Market,25.927378
001Hu00002vQCICIA4,No,41.0,Decrease,89,Justin Harris,139,6/15/23,5,Email,2.0,3333.380064,Wealth,14850,Mass Market,36.363864
001Hu00002vQCICIA4,No,41.0,Increase,77,Michael Newman,16,6/15/23,5,Walk-In,9.0,21843.50427,Wealth,22068,Mass Market,90.157227
001Hu00002vQCICIA4,Yes,65.0,Decrease,76,Eric Jones,118,6/15/23,5,Email,,7516.647446,Wealth,18000,Mass Market,89.703584
001Hu00002vQCICIA4,Yes,38.0,Decrease,79,Catherine Coleman,159,6/15/23,5,Email,10.0,43943.35842,Wealth,62000,Mass Market,36.506715
001Hu00002vQCICIA4,No,65.0,Increase,73,Edward Freeman,177,6/15/23,5,Email,1.0,41558.87063,Wealth,46731,Mass Market,61.877682
001Hu00002vQCICIA4,Yes,94.0,Increase,82,Christopher Wilson,140,6/15/23,5,Walk-In,7.0,36545.2033,Wealth,38326,Mass Market,94.008437
001Hu00002vQCICIA4,Yes,17.0,Decrease,93,Hannah Henry,59,6/15/23,5,Print Ad,4.0,20118.36782,Wealth,19499,Premier,51.576316
001Hu00002vQCICIA4,Yes,3.0,Decrease,88,Jonathan Williams,2,6/15/23,5,Print Ad,7.0,35815.37914,Wealth,35721,Mass Market,60.546813
001Hu00002vQCICIA4,No,11.0,Decrease,83,Christian Acosta,76,6/15/23,5,Web,5.0,37645.93271,Wealth,35144,Mass Market,71.209233
001Hu00002vQCICIA4,Yes,20.0,Increase,70,Dana Washington,118,6/15/23,5,Print Ad,3.0,17604.09153,Wealth,20682,Premier,79.113879
001Hu00002vQCICIA4,No,32.0,Decrease,98,Michael Lee,116,6/15/23,5,Walk-In,,24222.58696,Wealth,22202,Mass Market,10.711914
001Hu00002vQCICIA4,No,33.0,Decrease,87,Jeremy Cooper,51,6/15/23,5,Email,6.0,37649.00813,Wealth,35618,Mass Market,45.919813
001Hu00002vQCICIA4,Yes,10.0,Decrease,64,Matthew Gray,137,6/15/23,5,Walk-In,6.0,24020.9018,Wealth,22639,Mass Market,2.310601
001Hu00002vQCICIA4,No,42.0,Increase,75,Deborah Abbott,100,6/15/23,5,Email,4.0,27795.35329,Wealth,48000,Mass Market,29.060798
001Hu00002vQCICIA4,No,87.0,Increase,67,Jason Smith,149,6/15/23,5,Print Ad,4.0,15695.1611,Wealth,45000,Plus,25.271004
001Hu00002vQCICIA4,No,20.0,Decrease,63,Jeffrey Rivera,129,6/15/23,5,Phone Call,9.0,54640.99104,Wealth,49055,Mass Market,78.787091
001Hu00002vQCICIA4,No,94.0,Decrease,66,Calvin Lawson,176,6/15/23,5,Email,7.0,28661.00981,Wealth,28236,Mass Market,50.721986
001Hu00002vQCICIA4,No,27.0,Decrease,86,Alejandra Dickerson,129,6/15/23,5,Email,7.0,19421.76252,Wealth,39000,Plus,28.55098
001Hu00002vQCICIA4,Yes,53.0,Decrease,68,Tina Morales,170,6/15/23,5,Print Ad,4.0,12579.58758,Wealth,12116,Plus,45.587433
001Hu00002vQCICIA4,Yes,35.0,Decrease,61,Timothy Mckee,127,6/15/23,5,Print Ad,7.0,9187.741388,Wealth,8551,Premier,3.097213
001Hu00002vQCICIA4,Yes,47.0,Increase,88,Timothy Jennings,138,6/15/23,5,Print Ad,3.0,19714.09216,Wealth,22134,Premier,31.62652
001Hu00002vQCICIA4,No,99.0,Decrease,95,Matthew Cummings,15,6/15/23,5,Walk-In,3.0,9402.93201,Wealth,16000,Mass Market,44.982597
001Hu00002vQCICIA4,Yes,99.0,Increase,76,Victoria Ruiz,130,6/15/23,5,Print Ad,10.0,25062.02529,Wealth,28442,Mass Market,94.929884
001Hu00002vQCICIA4,Yes,46.0,Increase,63,Heather Gilbert,174,6/15/23,5,Web,,39623.81123,Wealth,46208,Mass Market,68.911772
001Hu00002vQCICIA4,Yes,3.0,Decrease,89,Joshua Bush,85,6/15/23,5,Email,9.0,20295.65162,Wealth,27000,Mass Market,55.87688
001Hu00002vQCICIA4,No,62.0,Decrease,86,Randy Howard,129,6/15/23,5,Web,3.0,8730.736078,Wealth,19000,Plus,81.391455
001Hu00002vQCICIA4,No,32.0,Decrease,97,Randy Wilson,89,6/15/23,5,Walk-In,8.0,10623.31154,Wealth,11000,Premier,36.750777
001Hu00002vQCICIA4,Yes,16.0,Decrease,83,Cynthia Martinez,90,6/15/23,5,Print Ad,6.0,19071.79819,Wealth,23000,Premier,8.276737
001Hu00002vQCICIA4,Yes,52.0,Decrease,91,Jeffrey Villa,36,6/15/23,5,Print Ad,4.0,20286.58627,Wealth,18082,Plus,87.962355
001Hu00002vQCICIA4,Yes,68.0,Decrease,95,James Perez,39,6/15/23,5,Email,7.0,15555.80064,Wealth,14649,Mass Market,95.763878
001Hu00002vQCICIA4,No,39.0,Increase,79,Scott Graves,65,6/15/23,5,Phone Call,9.0,26392.92994,Wealth,29735,Mass Market,91.698248
001Hu00002vQCICIA4,No,28.0,Increase,98,Ruth Thomas,136,6/15/23,5,Web,2.0,10969.14951,Wealth,11693,Premier,78.844079
001Hu00002vQCICIA4,No,1.0,Increase,61,Patrick Harvey,36,6/15/23,5,Web,3.0,40281.87724,Wealth,40717,Plus,49.101377
001Hu00002vQCICIA4,Yes,97.0,Decrease,80,Gina Smith,150,6/15/23,5,Email,7.0,34884.79322,Wealth,31370,Mass Market,66.33108
001Hu00002vQCICIA4,No,37.0,Decrease,96,Jose Moreno,19,6/15/23,5,Email,3.0,54081.91049,Wealth,49218,Premier,34.451949
001Hu00002vQCICIA4,No,100.0,Decrease,84,Michael Fischer,3,6/15/23,5,Web,6.0,46036.0456,Wealth,40557,Plus,12.052306
001Hu00002vQCICIA4,Yes,,Increase,96,Tyler Sawyer,129,6/15/23,5,Email,1.0,32244.26408,Wealth,33771,Mass Market,80.127091
001Hu00002vQCICIA4,No,84.0,Decrease,80,Rachel Caldwell,64,6/15/23,5,Walk-In,8.0,49906.07828,Wealth,48356,Mass Market,75.471149
001Hu00002vQCICIA4,Yes,66.0,Decrease,98,Taylor Hopkins,56,6/15/23,5,Walk-In,5.0,47220.24043,Wealth,44195,Mass Market,93.272957
001Hu00002vQCICIA4,No,49.0,Increase,92,Mary Dorsey,124,6/15/23,5,Phone Call,4.0,14946.50282,Wealth,15230,Mass Market,4.262406
001Hu00002vQCICIA4,Yes,14.0,Decrease,61,Brandon Adams,66,6/15/23,5,Email,3.0,9534.063961,Wealth,9211,Plus,88.654922
001Hu00002vQCICIA4,Yes,20.0,Decrease,69,Erin Allen,170,6/15/23,5,Phone Call,1.0,40958.21902,Wealth,40249,Plus,10.048493
001Hu00002vQCICIA4,No,40.0,Increase,63,Amber Gibbs,122,6/15/23,5,Web,4.0,38685.2833,Wealth,38793,Plus,68.347037
001Hu00002vQCICIA4,Yes,7.0,Decrease,61,Melissa Boone,99,6/15/23,5,Phone Call,6.0,18736.25312,Wealth,16773,Plus,55.05159
001Hu00002vQCICIA4,No,38.0,Decrease,87,Justin Baker,40,6/15/23,5,Web,5.0,14936.95115,Wealth,14355,Mass Market,48.596088
001Hu00002vQCICIA4,Yes,24.0,Decrease,81,Brandy Frank,10,6/15/23,5,Web,4.0,20899.22715,Wealth,20125,Mass Market,7.550383
001Hu00002vQCICIA4,No,95.0,Decrease,77,Kim Harper,39,6/15/23,5,Web,4.0,34614.32888,Wealth,32930,Mass Market,74.501663
001Hu00002vQCICIA4,No,85.0,Decrease,67,Taylor Davis,115,6/15/23,5,Email,2.0,26808.10153,Wealth,24259,Mass Market,87.106223
001Hu00002vQCICIA4,No,68.0,Increase,88,Jennifer Johnson,90,6/15/23,5,Email,1.0,17318.57947,Wealth,20197,Plus,66.017479
001Hu00002vQCICIA4,Yes,77.0,Increase,75,Tom Johnson,159,6/15/23,5,Walk-In,10.0,28809.9956,Wealth,32214,Premier,39.852333
001Hu00002vQCICIA4,No,80.0,Increase,98,Stephanie Nelson,163,6/15/23,5,Email,,14829.30701,Wealth,17187,Plus,88.614944
001Hu00002vQCICIA4,No,39.0,Increase,67,Jerry Gray,43,6/15/23,5,Walk-In,,47782.40509,Wealth,48382,Plus,99.639145
001Hu00002vQCICIA4,No,66.0,Decrease,80,Connor Peterson,59,6/15/23,5,Print Ad,5.0,39950.88928,Wealth,37192,Premier,7.701196
001Hu00002vQCICIA4,Yes,95.0,Increase,75,Ruth Vasquez,20,6/15/23,5,Phone Call,,31763.0342,Wealth,33552,Plus,93.142738
001Hu00002vQCICIA4,No,65.0,Decrease,60,Laura Hernandez,14,6/15/23,5,Walk-In,8.0,8043.484753,Wealth,7638,Premier,74.280201
001Hu00002vQCICIA4,Yes,58.0,Increase,78,Devin Baker,6,6/15/23,5,Print Ad,,18251.32555,Wealth,21061,Mass Market,63.643527
001Hu00002vQCICIA4,Yes,14.0,Decrease,92,James Taylor,131,6/15/23,5,Phone Call,3.0,39492.17461,Wealth,35317,Plus,60.143683
001Hu00002vQCICIA4,Yes,26.0,Decrease,93,Thomas Curtis,80,6/15/23,5,Phone Call,8.0,33982.88877,Wealth,31158,Mass Market,25.756953
001Hu00002vQCICIA4,No,89.0,Decrease,99,Mr. Christopher Gross,86,6/15/23,5,Email,10.0,27793.02029,Wealth,26558,Mass Market,38.6749
001Hu00002vQCICIA4,No,93.0,Increase,73,Bobby White,117,6/15/23,5,Email,7.0,30144.99694,Wealth,34377,Premier,61.014642
001Hu00002vQCICIA4,No,94.0,Decrease,66,Edward Johnson,17,6/15/23,5,Web,8.0,22959.0919,Wealth,22133,Premier,49.561784
001Hu00002vQCICIA4,No,87.0,Increase,63,Cody Dyer,59,6/15/23,5,Email,10.0,42119.23597,Wealth,42551,Premier,81.110127
001Hu00002vQCICIA4,Yes,6.0,Increase,60,Russell Hubbard,180,6/15/23,5,Print Ad,4.0,23205.79157,Wealth,25832,Mass Market,20.82863
001Hu00002vQCICIA4,Yes,6.0,Increase,66,Lisa Williams,116,6/15/23,5,Print Ad,5.0,41638.6549,Wealth,43822,Premier,92.527556
001Hu00002vQCICIA4,No,83.0,Decrease,93,Andrew Henry,99,6/15/23,5,Email,2.0,3823.78093,Small Business,3453,Mass Market,28.709347
001Hu00002vQCICIA4,No,100.0,Decrease,98,Kenneth Mitchell,28,6/15/23,5,Email,9.0,50583.07203,Small Business,47328,Premier,12.951306
001Hu00002vQCICIA4,Yes,70.0,Increase,69,Angela Harris,22,6/15/23,5,Walk-In,7.0,43804.06966,Small Business,49970,Plus,66.354409
001Hu00002vQCICIA4,Yes,46.0,Increase,63,Sara Robertson,97,6/15/23,5,Walk-In,3.0,6960.536297,Small Business,7913,Premier,9.416973
001Hu00002vQCICIA4,Yes,85.0,Decrease,98,Kyle Jordan,68,6/15/23,5,Phone Call,1.0,16404.4595,Small Business,14288,Mass Market,24.004248
001Hu00002vQCICIA4,Yes,64.0,Increase,77,Larry Caldwell,52,6/15/23,5,Print Ad,8.0,42430.72103,Small Business,48346,Mass Market,58.331806
001Hu00002vQCICIA4,No,23.0,Decrease,65,David Daniels,171,6/15/23,5,Email,5.0,41422.54447,Small Business,39971,Mass Market,68.898535
001Hu00002vQCICIA4,No,97.0,Decrease,80,Thomas Hawkins,26,6/15/23,5,Email,3.0,11991.77683,Small Business,10482,Mass Market,51.373552
001Hu00002vQCICIA4,No,41.0,Decrease,84,Jeffrey Stevens,171,6/15/23,5,Print Ad,10.0,39941.05567,Small Business,36416,Premier,40.43901
001Hu00002vQCICIA4,No,50.0,Decrease,62,Aaron Osborne,89,6/15/23,5,Email,,16335.44713,Small Business,15278,Plus,52.891386
001Hu00002vQCICIA4,Yes,79.0,Increase,67,Danielle Lee MD,56,6/15/23,5,Print Ad,10.0,35488.58205,Small Business,41642,Mass Market,2.835803
001Hu00002vQCICIA4,Yes,85.0,Decrease,64,Kenneth Rogers,52,6/15/23,5,Web,9.0,19451.38504,Small Business,17822,Mass Market,28.097201
001Hu00002vQCICIA4,Yes,59.0,Increase,98,Ann Cooper,164,6/15/23,5,Walk-In,5.0,27536.68133,Small Business,29133,Premier,86.954001
001Hu00002vQCICIA4,Yes,1.0,Increase,66,David Jenkins,93,6/15/23,5,Web,6.0,33807.08783,Small Business,35302,Mass Market,36.262319
001Hu00002vQCICIA4,No,11.0,Decrease,98,Jeffrey Montgomery,151,6/15/23,5,Web,10.0,52925.64019,Small Business,46948,Plus,12.210472
001Hu00002vQCICIA4,Yes,66.0,Increase,70,Kathy Watkins,59,6/15/23,5,Phone Call,4.0,45774.65384,Small Business,49676,Premier,88.467538
001Hu00002vQCICIA4,Yes,21.0,Decrease,96,Lori James,165,6/15/23,5,Phone Call,10.0,23632.73314,Small Business,22139,Mass Market,29.32418
001Hu00002vQCICIA4,Yes,2.0,Increase,80,Megan Pruitt,124,6/15/23,5,Print Ad,6.0,16707.78071,Small Business,17578,Premier,72.817284
001Hu00002vQCICIA4,Yes,75.0,Increase,70,Lisa Woods,123,6/15/23,5,Print Ad,8.0,4938.800812,Small Business,4939,Mass Market,30.553542
001Hu00002vQCICIA4,Yes,17.0,Decrease,86,Alice Ray,147,6/15/23,5,Web,8.0,13136.88972,Small Business,12642,Mass Market,9.1279
001Hu00002vQCICIA4,Yes,14.0,Decrease,66,Melissa Smith,92,6/15/23,5,Walk-In,9.0,27510.97287,Small Business,26480,Mass Market,90.089167
001Hu00002vQCICIA4,Yes,23.0,Increase,70,Cory Turner,111,6/15/23,5,Phone Call,1.0,47283.26011,Small Business,49387,Premier,97.995278
001Hu00002vQCICIA4,Yes,27.0,Increase,67,Maria Miller,24,6/15/23,5,Phone Call,8.0,18137.32321,Small Business,20128,Premier,57.471422
001Hu00002vQCICIA4,No,76.0,Decrease,80,Margaret Williams,20,6/15/23,5,Print Ad,3.0,37387.40117,Small Business,34619,Plus,91.772522
001Hu00002vQCICIA4,Yes,60.0,Increase,82,Martin Melendez,38,6/15/23,5,Web,2.0,24982.79128,Small Business,26176,Premier,60.692702
001Hu00002vQCICIA4,Yes,99.0,Increase,95,Jerry Barnes,117,6/15/23,5,Phone Call,8.0,26671.51868,Small Business,31161,Mass Market,28.295553
001Hu00002vQCICIA4,Yes,19.0,Decrease,61,Emily Martinez,162,6/15/23,5,Web,1.0,40118.44301,Small Business,37317,Premier,11.388557
001Hu00002vQCICIA4,Yes,76.0,Decrease,73,William Gonzalez,60,6/15/23,5,Email,1.0,52909.30614,Small Business,47297,Plus,93.731837
001Hu00002vQCICIA4,No,53.0,Decrease,86,Christine Pineda MD,148,6/15/23,5,Print Ad,10.0,26576.48237,Small Business,25929,Mass Market,29.813635
001Hu00002vQCICIA4,No,6.0,Increase,94,Kevin Reyes,173,6/15/23,5,Phone Call,3.0,3337.699384,Small Business,3612,Mass Market,17.114636
001Hu00002vQCICIA4,No,79.0,Increase,77,Daniel Thompson,79,6/15/23,5,Walk-In,8.0,5551.632881,Small Business,6215,Premier,69.728805
001Hu00002vQCICIA4,Yes,6.0,Increase,72,Victor Gonzales,1,6/15/23,5,Phone Call,4.0,35810.66133,Small Business,40731,Plus,12.424095
001Hu00002vQCICIA4,Yes,9.0,Decrease,99,Heather Gordon MD,160,6/15/23,5,Print Ad,4.0,10585.93641,Small Business,9948,Mass Market,73.74881
001Hu00002vQCICIA4,Yes,43.0,Increase,83,Bonnie Hays,4,6/15/23,5,Walk-In,1.0,25859.67323,Small Business,28535,Premier,48.014876
001Hu00002vQCICIA4,Yes,42.0,Decrease,76,Laura Hall,62,6/15/23,5,Walk-In,4.0,18777.34781,Small Business,16369,Mass Market,79.156524
001Hu00002vQCICIA4,Yes,17.0,Increase,63,Amber Williams,116,6/15/23,5,Web,5.0,32032.21385,Small Business,35692,Mass Market,3.042462
001Hu00002vQCICIA4,Yes,56.0,Decrease,98,Alicia Villa,162,6/15/23,5,Print Ad,10.0,32596.94261,Small Business,29216,Plus,79.808523
001Hu00002vQCICIA4,Yes,27.0,Decrease,71,Vanessa Armstrong,87,6/15/23,5,Print Ad,5.0,16254.79686,Small Business,16232,Mass Market,21.87222
001Hu00002vQCICIA4,Yes,36.0,Increase,68,April Lane,102,6/15/23,5,Phone Call,9.0,36881.84934,Small Business,38517,Premier,21.647993
001Hu00002vQCICIA4,Yes,59.0,Increase,74,Joseph Taylor,80,6/15/23,5,Walk-In,6.0,13386.03718,Small Business,15618,Plus,76.52019
001Hu00002vQCICIA4,No,87.0,Increase,100,Monica Schneider,109,6/15/23,5,Phone Call,2.0,22042.34081,Small Business,22483,Mass Market,72.556417
001Hu00002vQCICIA4,Yes,14.0,Decrease,93,Michael Parker,60,6/15/23,5,Walk-In,5.0,26412.58789,Small Business,23043,Premier,31.302392
001Hu00002vQCICIA4,Yes,30.0,Increase,91,Leah Brown,14,6/15/23,5,Email,2.0,20390.48802,Small Business,20522,Premier,26.681282
001Hu00002vQCICIA4,Yes,18.0,Increase,96,Richard Griffith,79,6/15/23,5,Phone Call,9.0,8843.552483,Small Business,8991,Mass Market,56.101255
001Hu00002vQCICIA4,No,2.0,Decrease,61,Jeffrey Hicks,73,6/15/23,5,Phone Call,6.0,44151.1288,Small Business,39560,Plus,96.999583
001Hu00002vQCICIA4,No,83.0,Increase,83,Donald Bell,20,6/15/23,5,Phone Call,,9589.17261,Small Business,10460,Plus,89.953377
001Hu00002vQCICIA4,No,1.0,Decrease,78,Richard Franco,149,6/15/23,5,Web,10.0,38086.52767,Small Business,37699,Plus,80.820567
001Hu00002vQCICIA4,Yes,99.0,Decrease,84,Nicole Kelly,114,6/15/23,5,Web,10.0,21051.24834,Small Business,19493,Plus,96.402645
001Hu00002vQCICIA4,Yes,70.0,Decrease,86,James Boyer,128,6/15/23,5,Print Ad,8.0,43497.34012,Small Business,42568,Mass Market,8.747827
001Hu00002vQCICIA4,Yes,99.0,Decrease,70,Jonathan Hooper,162,6/15/23,5,Phone Call,6.0,29860.50546,Small Business,27014,Plus,98.937463
001Hu00002vQCICIA4,Yes,42.0,Decrease,73,Eddie Johnson,28,6/15/23,5,Print Ad,,24799.12538,Small Business,22093,Mass Market,34.906057
001Hu00002vQCICIA4,No,1.0,Decrease,67,Kylie Shepherd,137,6/15/23,5,Phone Call,2.0,35465.51257,Small Business,32233,Mass Market,53.138607
001Hu00002vQCICIA4,Yes,37.0,Decrease,83,Jerry Curtis,69,6/15/23,5,Phone Call,9.0,53000.04716,Small Business,47272,Mass Market,21.674461
001Hu00002vQCICIA4,Yes,88.0,Increase,100,Beth Soto,157,6/15/23,5,Print Ad,10.0,9248.008442,Small Business,10776,Plus,24.726153
001Hu00002vQCICIA4,No,68.0,Increase,89,Christina Baker,143,6/15/23,5,Web,7.0,2960.262723,Small Business,3362,Premier,43.326657
001Hu00002vQCICIA4,No,100.0,Increase,69,Jessica Jones,129,6/15/23,5,Email,6.0,27995.63832,Small Business,31968,Mass Market,61.204027
001Hu00002vQCICIA4,Yes,66.0,Increase,85,Joseph Mathews,147,6/15/23,5,Web,8.0,7885.324803,Small Business,9166,Plus,93.364478
001Hu00002vQCICIA4,Yes,6.0,Decrease,88,Henry Walker,142,6/15/23,5,Email,10.0,37133.49509,Small Business,34816,Mass Market,24.922535
001Hu00002vQCICIA4,Yes,31.0,Increase,61,Brett Mayo,65,6/15/23,5,Web,8.0,43332.89777,Small Business,45774,Mass Market,54.781287
001Hu00002vQCICIA4,No,84.0,Decrease,69,Shawn Johnson,94,6/15/23,5,Walk-In,1.0,8252.887966,Small Business,7731,Plus,75.644347
001Hu00002vQCICIA4,Yes,54.0,Increase,81,Monica Williamson,75,6/15/23,5,Email,6.0,30689.82276,Small Business,32431,Mass Market,22.356422
001Hu00002vQCICIA4,Yes,65.0,Decrease,83,Jordan Patrick,143,6/15/23,5,Email,2.0,33766.53493,Small Business,31961,Mass Market,89.176591
001Hu00002vQCICIA4,No,20.0,Increase,72,Daniel Davis MD,1,6/15/23,5,Walk-In,3.0,16417.62263,Small Business,17681,Plus,55.430462
001Hu00002vQCICIA4,Yes,97.0,Increase,77,Julie Hunt,111,6/15/23,5,Email,1.0,6317.340155,Small Business,6800,Premier,33.266893
001Hu00002vQCICIA4,No,2.0,Increase,71,Kathryn Oneill,23,6/15/23,5,Email,,25304.94649,Small Business,28753,Mass Market,99.380848
001Hu00002vQCICIA4,Yes,5.0,Increase,63,Mr. Joseph Bailey,59,6/15/23,5,Web,1.0,42366.27001,Small Business,43328,Mass Market,76.666775
001Hu00002vQCICIA4,No,1.0,Increase,62,Tom Jarvis,39,6/15/23,5,Print Ad,7.0,34233.38482,Small Business,34756,Plus,34.149927
001Hu00002vQCICIA4,No,68.0,Increase,77,Patrick Medina,45,6/15/23,5,Web,7.0,29731.0565,Small Business,34348,Mass Market,69.372234
001Hu00002vQCICIA4,Yes,74.0,Increase,60,Amanda Lowe,163,6/15/23,5,Email,2.0,27432.33194,Small Business,31727,Plus,8.121367
001Hu00002vQCICIA4,Yes,63.0,Decrease,69,Mr. Sean Love,137,6/15/23,5,Print Ad,2.0,16676.61506,Small Business,16282,Mass Market,76.127635
001Hu00002vQCICIA4,No,59.0,Decrease,66,Sara Boyer,112,6/15/23,5,Web,,22250.40108,Small Business,19358,Premier,16.54364
001Hu00002vQCICIA4,Yes,59.0,Increase,69,Christina Gibson,87,6/15/23,5,Walk-In,7.0,42375.4002,Small Business,45173,Plus,12.613362
001Hu00002vQCICIA4,No,49.0,Increase,68,David Jones,150,6/15/23,5,Email,,35720.5859,Small Business,35998,Plus,53.566228
001Hu00002vQCICIA4,No,56.0,Decrease,74,Micheal Cole,34,6/15/23,5,Email,5.0,18980.08704,Small Business,17075,Mass Market,88.854404
001Hu00002vQCICIA4,Yes,48.0,Increase,90,Crystal Mckinney,85,6/15/23,5,Walk-In,2.0,35165.10386,Small Business,39428,Mass Market,83.750138
001Hu00002vQCICIA4,No,55.0,Increase,93,Anita Lee,31,6/15/23,5,Phone Call,5.0,41851.37416,Small Business,47652,Premier,27.092888
001Hu00002vQCICIA4,No,18.0,Decrease,78,Kevin Smith,80,6/15/23,5,Walk-In,2.0,8044.170825,Small Business,7953,Mass Market,0.238724
001Hu00002vQCICIA4,No,46.0,Increase,95,Kevin Cook,123,6/15/23,5,Walk-In,10.0,34838.17718,Small Business,39529,Premier,12.707744
001Hu00002vQCICIA4,No,94.0,Increase,89,Heather Hall,124,6/15/23,5,Print Ad,4.0,37070.12216,Small Business,40095,Mass Market,73.69105
001Hu00002vQCICIA4,No,51.0,Decrease,83,William Morton,118,6/15/23,5,Web,3.0,22793.29952,Savings,21190,Mass Market,16.327149
001Hu00002vQCICIA4,No,1.0,Decrease,96,Shelly Smith,95,6/15/23,5,Web,,52851.05612,Savings,48225,Mass Market,40.937388
001Hu00002vQCICIA4,No,30.0,Decrease,83,Mr. Erik Thompson,149,6/15/23,5,Email,3.0,48409.1713,Savings,44498,Plus,48.067567
