ACCOUNT_ID,CURRENT_BALANCE,CUSTOMER_NAME,CUSTOMER_TIER,DAYS_SINCE_LAST_INTERACTION,LIFETIMEVALUE,LIKELIHOOD_TO_BUY,OPPAMOUNT,OPPTYPE,PROBABILITY,PRODUCT,SERVICE
001Hu00002vQCICIA4,,Sarah Davis,,2. 31-60,,1. High,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,,Andrew Jones,Mass Market,1. <30,,1. High,4658.28,Relationship Banking,97.0,Checking,Deposit Growth
001Hu00002vQCICIA4,46582.77,Andrew Jones,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,96512.77,Andrew Jones,Mass Market,1. <30,,1. High,9651.28,Residential,76.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Andrew Jones,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,20319.21,Andrew Jones,Mass Market,1. <30,,1. High,2031.92,Investments,79.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Ava Smith,Premium,1. <30,,1. High,8850.22,Relationship Banking,77.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Ava Smith,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,88502.19,Ava Smith,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,10169.72,Ava Smith,Premium,1. <30,,1. High,1016.97,Residential,67.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Ava Smith,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,57256.89,Ava Smith,Mass Market,1. <30,,1. High,5725.69,Business,64.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Ava Smith,,1. <30,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,34261.86,Andrew Martinez,Premium,1. <30,,1. High,3426.19,Relationship Banking,76.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Andrew Martinez,,1. <30,,1. High,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Andrew Martinez,,1. <30,,1. High,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Andrew Martinez,,1. <30,,1. High,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,44412.83,Andrew Martinez,Mass Market,1. <30,,1. High,4441.28,Relationship Banking,96.0,Savings,Loan Growth
001Hu00002vQCICIA4,6033.42,Andrew Martinez,Plus,1. <30,,1. High,603.34,Business,96.0,Small Business,Loan Growth
001Hu00002vQCICIA4,,Andrew Martinez,,1. <30,,1. High,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,95604.41,Jane Smith,Premium,3. 61-90,,1. High,9560.44,Relationship Banking,90.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Jane Smith,,3. 61-90,,1. High,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Jane Smith,,3. 61-90,,1. High,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Jane Smith,,3. 61-90,,1. High,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Jane Smith,,3. 61-90,,1. High,,,,Savings,Loan Growth
001Hu00002vQCICIA4,56762.92,Jane Smith,Mass Market,3. 61-90,,1. High,5676.29,Business,69.0,Small Business,Loan Growth
001Hu00002vQCICIA4,,Jane Smith,,3. 61-90,,1. High,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,33963.22,Isabella Williams,Mass Market,2. 31-60,,2. Medium,3396.32,Relationship Banking,46.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Isabella Williams,,2. 31-60,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Isabella Williams,,2. 31-60,,2. Medium,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,84691.66,Isabella Williams,Mass Market,2. 31-60,,2. Medium,8469.17,Residential,69.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Isabella Williams,,2. 31-60,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,17715.13,Isabella Williams,Plus,2. 31-60,,2. Medium,1771.51,Business,73.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Isabella Williams,,2. 31-60,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,Premium,1. <30,,1. High,9020.34,Relationship Banking,54.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,Plus,1. <30,,1. High,8985.74,Relationship Banking,45.0,Checking,Deposit Growth
001Hu00002vQCICIA4,49010.01,Andrew Davis,Plus,1. <30,,1. High,4901.0,Lending,99.0,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,89857.39,Andrew Davis,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,90203.35,Andrew Davis,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,25851.76,Andrew Davis,Mass Market,1. <30,,1. High,2585.18,Investments,81.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,Premium,1. <30,,1. High,9020.34,Relationship Banking,54.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,Plus,1. <30,,1. High,8985.74,Relationship Banking,45.0,Checking,Deposit Growth
001Hu00002vQCICIA4,49010.01,Andrew Davis,Plus,1. <30,,1. High,4901.0,Lending,99.0,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Andrew Davis,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,25851.76,Andrew Davis,Mass Market,1. <30,,1. High,2585.18,Investments,81.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,96573.18,Christopher Davis,Plus,1. <30,,3. Low,9657.32,Relationship Banking,42.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Christopher Davis,,1. <30,,3. Low,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Christopher Davis,,1. <30,,3. Low,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Christopher Davis,,1. <30,,3. Low,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Christopher Davis,,1. <30,,3. Low,,,,Savings,Loan Growth
001Hu00002vQCICIA4,,Christopher Davis,,1. <30,,3. Low,,,,Small Business,Loan Growth
001Hu00002vQCICIA4,,Christopher Davis,,1. <30,,3. Low,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,44657.5,Emma Martinez,Mass Market,3. 61-90,,2. Medium,4465.75,Relationship Banking,54.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Emma Martinez,,3. 61-90,,2. Medium,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Emma Martinez,,3. 61-90,,2. Medium,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Emma Martinez,,3. 61-90,,2. Medium,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Emma Martinez,,3. 61-90,,2. Medium,,,,Savings,Loan Growth
001Hu00002vQCICIA4,66519.21,Emma Martinez,Mass Market,3. 61-90,,2. Medium,6651.92,Business,44.0,Small Business,Loan Growth
001Hu00002vQCICIA4,54894.6,Emma Martinez,Plus,3. 61-90,,2. Medium,5489.46,Business,62.0,Small Business,Loan Growth
001Hu00002vQCICIA4,,Emma Martinez,,3. 61-90,,2. Medium,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,16047.71,Emma Davis,Plus,2. 31-60,,1. High,1604.77,Relationship Banking,49.0,Checking,Deposit Growth
001Hu00002vQCICIA4,62310.82,Emma Davis,Plus,2. 31-60,,1. High,6231.08,Lending,41.0,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Emma Davis,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,,Emma Davis,,2. 31-60,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Emma Davis,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,88233.76,Emma Davis,Premium,2. 31-60,,1. High,8823.38,Business,88.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Emma Davis,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,6142.52,Sarah Miller,Premium,2. 31-60,,2. Medium,614.25,Relationship Banking,46.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Sarah Miller,,2. 31-60,,2. Medium,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Sarah Miller,,2. 31-60,,2. Medium,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Sarah Miller,,2. 31-60,,2. Medium,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Sarah Miller,,2. 31-60,,2. Medium,,,,Savings,Loan Growth
001Hu00002vQCICIA4,,Sarah Miller,,2. 31-60,,2. Medium,,,,Small Business,Loan Growth
001Hu00002vQCICIA4,31171.66,Sarah Miller,Mass Market,2. 31-60,,2. Medium,3117.17,Investments,67.0,Wealth,Loan Growth
001Hu00002vQCICIA4,4782.48,John Williams,Premium,1. <30,,1. High,478.25,Relationship Banking,49.0,Checking,Loan Growth
001Hu00002vQCICIA4,,John Williams,,1. <30,,1. High,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,John Williams,,1. <30,,1. High,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,John Williams,,1. <30,,1. High,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,John Williams,,1. <30,,1. High,,,,Savings,Loan Growth
001Hu00002vQCICIA4,,John Williams,,1. <30,,1. High,,,,Small Business,Loan Growth
001Hu00002vQCICIA4,23459.97,John Williams,Plus,1. <30,,1. High,2346.0,Investments,94.0,Wealth,Loan Growth
001Hu00002vQCICIA4,82901.44,Olivia Smith,Premium,2. 31-60,,1. High,8290.14,Relationship Banking,42.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,33113.12,Olivia Smith,Mass Market,2. 31-60,,1. High,3311.31,Residential,75.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Olivia Smith,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,74946.75,Olivia Smith,Mass Market,2. 31-60,,1. High,7494.68,Investments,55.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,8658.03,Michael Smith,Premium,2. 31-60,,1. High,865.8,Relationship Banking,55.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,75511.94,Michael Smith,Plus,2. 31-60,,1. High,7551.19,Residential,98.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Smith,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,24722.44,Michael Smith,Premium,2. 31-60,,1. High,2472.24,Investments,44.0,Wealth,Deposit Growth
001Hu00002vQCICIA4,43971.93,Michael Garcia,Mass Market,3. 61-90,,1. High,4397.19,Relationship Banking,46.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,40145.31,Michael Garcia,Premium,3. 61-90,,1. High,4014.53,Lending,86.0,Loans,Deposit Growth
001Hu00002vQCICIA4,39474.72,Michael Garcia,Plus,3. 61-90,,1. High,3947.47,Residential,47.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Garcia,,3. 61-90,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,Mass Market,1. <30,,1. High,3940.54,Relationship Banking,62.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,40371.89,Michael Rodriguez,Plus,1. <30,,1. High,4037.19,Lending,97.0,Loans,Deposit Growth
001Hu00002vQCICIA4,63236.63,Michael Rodriguez,Premium,1. <30,,1. High,6323.66,Lending,74.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Rodriguez,,1. <30,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,86724.56,Michael Brown,Mass Market,2. 31-60,,2. Medium,8672.46,Relationship Banking,75.0,Checking,Deposit Growth
001Hu00002vQCICIA4,70168.64,Michael Brown,Premium,2. 31-60,,2. Medium,7016.86,Relationship Banking,70.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,89259.14,Michael Brown,Premium,2. 31-60,,2. Medium,8925.91,Lending,73.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,77106.5,Michael Brown,Mass Market,2. 31-60,,2. Medium,7710.65,Relationship Banking,61.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Michael Brown,,2. 31-60,,2. Medium,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,72240.35,Sophia Rodriguez,Mass Market,3. 61-90,,1. High,7224.04,Relationship Banking,67.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Sophia Rodriguez,,3. 61-90,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Sophia Rodriguez,,3. 61-90,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,65551.36,Sophia Rodriguez,Mass Market,3. 61-90,,1. High,6555.14,Residential,47.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,68614.81,Sophia Rodriguez,Premium,3. 61-90,,1. High,6861.48,Relationship Banking,98.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Sophia Rodriguez,,3. 61-90,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Sophia Rodriguez,,3. 61-90,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,36283.52,John Smith,Plus,2. 31-60,,1. High,3628.35,Relationship Banking,71.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,John Smith,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,43345.19,John Smith,Premium,2. 31-60,,1. High,4334.52,Lending,67.0,Loans,Deposit Growth
001Hu00002vQCICIA4,32268.01,John Smith,Premium,2. 31-60,,1. High,3226.8,Residential,75.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,11603.17,John Smith,Plus,2. 31-60,,1. High,1160.32,Residential,60.0,Mortgage,Deposit Growth
001Hu00002vQCICIA4,97588.41,John Smith,Premium,2. 31-60,,1. High,9758.84,Relationship Banking,48.0,Savings,Deposit Growth
001Hu00002vQCICIA4,82450.15,John Smith,Mass Market,2. 31-60,,1. High,8245.02,Business,73.0,Small Business,Deposit Growth
001Hu00002vQCICIA4,,John Smith,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,7893.86,Sarah Garcia,Plus,2. 31-60,,1. High,789.39,Relationship Banking,75.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,5736.11,Sarah Garcia,Plus,2. 31-60,,1. High,573.61,Lending,48.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,39785.33,Sarah Garcia,Mass Market,2. 31-60,,1. High,3978.53,Relationship Banking,83.0,Savings,Deposit Growth
001Hu00002vQCICIA4,46706.13,Sarah Garcia,Plus,2. 31-60,,1. High,4670.61,Relationship Banking,67.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Sarah Garcia,,2. 31-60,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,92935.4,Emily Miller,Mass Market,2. 31-60,,2. Medium,9293.54,Relationship Banking,67.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Emily Miller,,2. 31-60,,2. Medium,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Emily Miller,,2. 31-60,,2. Medium,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Emily Miller,,2. 31-60,,2. Medium,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Emily Miller,,2. 31-60,,2. Medium,,,,Savings,Loan Growth
001Hu00002vQCICIA4,,Emily Miller,,2. 31-60,,2. Medium,,,,Small Business,Loan Growth
001Hu00002vQCICIA4,,Emily Miller,,2. 31-60,,2. Medium,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,18849.71,Daniel Johnson,Plus,2. 31-60,,2. Medium,1884.97,Relationship Banking,74.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Daniel Johnson,,2. 31-60,,2. Medium,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Daniel Johnson,,2. 31-60,,2. Medium,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Daniel Johnson,,2. 31-60,,2. Medium,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,2633.27,Daniel Johnson,Plus,2. 31-60,,2. Medium,263.33,Relationship Banking,69.0,Savings,Loan Growth
001Hu00002vQCICIA4,49758.28,Daniel Johnson,Premium,2. 31-60,,2. Medium,4975.83,Business,63.0,Small Business,Loan Growth
001Hu00002vQCICIA4,,Daniel Johnson,,2. 31-60,,2. Medium,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,59710.07,Ava Williams,Premium,1. <30,,1. High,5971.01,Relationship Banking,67.0,Checking,Loan Growth
001Hu00002vQCICIA4,4203.15,Ava Williams,Mass Market,1. <30,,1. High,420.32,Relationship Banking,68.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Ava Williams,,1. <30,,1. High,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Ava Williams,,1. <30,,1. High,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Ava Williams,,1. <30,,1. High,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Ava Williams,,1. <30,,1. High,,,,Savings,Loan Growth
001Hu00002vQCICIA4,,Ava Williams,,1. <30,,1. High,,,,Small Business,Loan Growth
001Hu00002vQCICIA4,2178.09,Ava Williams,Premium,1. <30,,1. High,217.81,Investments,78.0,Wealth,Loan Growth
001Hu00002vQCICIA4,13417.82,Sarah Rodriguez,Mass Market,1. <30,,2. Medium,1341.78,Relationship Banking,72.0,Checking,Loan Growth
001Hu00002vQCICIA4,,Sarah Rodriguez,,1. <30,,2. Medium,,,,Credit Cards,Loan Growth
001Hu00002vQCICIA4,,Sarah Rodriguez,,1. <30,,2. Medium,,,,Loans,Loan Growth
001Hu00002vQCICIA4,,Sarah Rodriguez,,1. <30,,2. Medium,,,,Mortgage,Loan Growth
001Hu00002vQCICIA4,,Sarah Rodriguez,,1. <30,,2. Medium,,,,Savings,Loan Growth
001Hu00002vQCICIA4,,Sarah Rodriguez,,1. <30,,2. Medium,,,,Small Business,Loan Growth
001Hu00002vQCICIA4,,Sarah Rodriguez,,1. <30,,2. Medium,,,,Wealth,Loan Growth
001Hu00002vQCICIA4,,Olivia Miller,Premium,1. <30,,1. High,1304.91,Relationship Banking,63.0,Checking,Deposit Growth
001Hu00002vQCICIA4,45752.01,Olivia Miller,Mass Market,1. <30,,1. High,4575.2,Lending,91.0,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,,Olivia Miller,,1. <30,,1. High,,,,Loans,Deposit Growth
001Hu00002vQCICIA4,,Olivia Miller,,1. <30,,1. High,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,Olivia Miller,Plus,1. <30,,1. High,9529.25,Relationship Banking,74.0,Savings,Deposit Growth
001Hu00002vQCICIA4,,Olivia Miller,,1. <30,,1. High,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,,Olivia Miller,,1. <30,,1. High,,,,Wealth,Deposit Growth
001Hu00002vQCICIA4,62226.43,David Smith,Plus,1. <30,,2. Medium,6222.64,Relationship Banking,72.0,Checking,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Credit Cards,Deposit Growth
001Hu00002vQCICIA4,91751.36,David Smith,Mass Market,1. <30,,2. Medium,9175.14,Lending,73.0,Loans,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Mortgage,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Savings,Deposit Growth
001Hu00002vQCICIA4,,David Smith,,1. <30,,2. Medium,,,,Small Business,Deposit Growth
001Hu00002vQCICIA4,26128.97,David Smith,Premium,1. <30,,2. Medium,2612.9,Investments,53.0,Wealth,Deposit Growth
